term_str,n,n_chars,p,s,i,h
perfect,404,7,0.00037462386928965196,2669.3440594059402,11.382269555225477,0.004264069862076374
inn,404,3,0.00037462386928965196,2669.3440594059402,11.382269555225477,0.004264069862076374
grandma,402,7,0.0003727692956793071,2682.6243781094527,11.389429346798343,0.004245629555795249
world,400,5,0.0003709147220689623,2696.0375,11.396624848202547,0.004227175938095277
move,398,4,0.0003690601484586175,2709.5854271356784,11.403856417433623,0.004208708942418811
late,398,4,0.0003690601484586175,2709.5854271356784,11.403856417433623,0.004208708942418811
hate,398,4,0.0003690601484586175,2709.5854271356784,11.403856417433623,0.004208708942418811
miss,396,4,0.0003672055748482727,2723.270202020202,11.411124417897662,0.004190228501539273
weve,390,4,0.0003616418540172383,2765.1666666666665,11.433150724227662,0.004134705825168223
deal,387,4,0.00035885999360172103,2786.6020671834626,11.444291281832863,0.0041068982961747725
stay,382,4,0.00035422355957585904,2823.075916230366,11.463052209941523,0.004060483157409403
making,378,6,0.0003505144123551694,2852.9497354497353,11.478238613756199,0.004023288062573168
four,378,4,0.0003505144123551694,2852.9497354497353,11.478238613756199,0.004023288062573168
date,377,4,0.000349587125549997,2860.5172413793102,11.482060324708607,0.0040139804643065475
once,377,4,0.000349587125549997,2860.5172413793102,11.482060324708607,0.0040139804643065475
kid,376,3,0.0003486598387448246,2868.125,11.485892186299635,0.0040046693175156715
check,374,5,0.00034680526513447974,2883.46256684492,11.493586578089635,0.003986036340560474
while,374,5,0.00034680526513447974,2883.46256684492,11.493586578089635,0.003986036340560474
listen,372,6,0.00034495069152413495,2898.965053763441,11.501322226869242,0.003967389055600449
minute,370,6,0.00034309611791379015,2914.635135135135,11.50909957746096,0.0039487273857100975
read,369,4,0.00034216883110861775,2922.533875338753,11.513004031916877,0.003939391132149801
couple,368,6,0.00034124154430344535,2930.4755434782605,11.516919081920259,0.003930051253132287
exactly,367,7,0.0003403142574982729,2938.4604904632156,11.52084478513406,0.0039207077388057465
married,366,7,0.0003393869706931005,2946.4890710382515,11.52478119969323,0.003911360579264682
hold,364,4,0.0003375323970827557,2962.6785714285716,11.532686397778576,0.003892655284645894
everyone,361,8,0.0003347505366672385,2987.2991689750693,11.5446260110901,0.0038645697528349723
hmm,361,3,0.0003347505366672385,2987.2991689750693,11.5446260110901,0.0038645697528349723
run,360,3,0.00033382324986206606,2995.5972222222226,11.548627941647597,0.0038552005109286636
kids,358,4,0.00033196867625172126,3012.332402234637,11.556665260713016,0.0038364508684831534
bring,358,5,0.00033196867625172126,3012.332402234637,11.556665260713016,0.0038364508684831534
without,357,7,0.00033104138944654887,3020.7703081232494,11.560700773948172,0.003827070447183596
show,357,4,0.00033104138944654887,3020.7703081232494,11.560700773948172,0.003827070447183596
father,354,6,0.00032825952903103167,3046.370056497175,11.572875487894274,0.0037989066571909452
friends,353,7,0.0003273322422258593,3054.9999999999995,11.576956664706092,0.0037895111832098503
pick,353,4,0.0003273322422258593,3054.9999999999995,11.576956664706092,0.0037895111832098503
parents,349,7,0.0003236230950051696,3090.0143266475643,11.59339781176762,0.003751891281470398
point,348,5,0.00032269580819999723,3098.8936781609195,11.597537542128544,0.00374247675028698
honey,345,5,0.00031991394778448,3125.840579710145,11.610028486311741,0.0037142100469462593
job,344,3,0.0003189866609793076,3134.9273255813955,11.614216283275175,0.003704780072093452
use,344,3,0.0003189866609793076,3134.9273255813955,11.614216283275175,0.003704780072093452
hard,344,4,0.0003189866609793076,3134.9273255813955,11.614216283275175,0.003704780072093452
friend,342,6,0.0003171320873689628,3153.2602339181285,11.622628523091374,0.0036859084442420124
understand,339,10,0.0003143502269534456,3181.165191740413,11.635339574840929,0.003657571636031653
may,339,3,0.0003143502269534456,3181.165191740413,11.635339574840929,0.003657571636031653
ooh,338,3,0.00031342294014827314,3190.5769230769233,11.639601601695087,0.0036481181561578233
saw,338,3,0.00031342294014827314,3190.5769230769233,11.639601601695087,0.0036481181561578233
gotta,334,5,0.00030971379292758355,3228.7874251497005,11.65677674550322,0.003610264539159856
whatever,334,8,0.00030971379292758355,3228.7874251497005,11.65677674550322,0.003610264539159856
girls,334,5,0.00030971379292758355,3228.7874251497005,11.65677674550322,0.003610264539159856
totally,331,7,0.0003069319325120663,3258.0513595166167,11.669793631170055,0.0035818323112320285
couldnt,331,7,0.0003069319325120663,3258.0513595166167,11.669793631170055,0.0035818323112320285
many,330,4,0.0003060046457068939,3267.9242424242425,11.674158823731457,0.0035723468347819537
times,329,5,0.0003050773589017215,3277.857142857143,11.678537264242031,0.0035628573044102947
face,329,4,0.0003050773589017215,3277.857142857143,11.678537264242031,0.0035628573044102947
woman,329,5,0.0003050773589017215,3277.857142857143,11.678537264242031,0.0035628573044102947
baby,328,4,0.0003041500720965491,3287.8506097560976,11.682929033359189,0.003553363707795064
wedding,328,7,0.0003041500720965491,3287.8506097560976,11.682929033359189,0.003553363707795064
seen,328,4,0.0003041500720965491,3287.8506097560976,11.682929033359189,0.003553363707795064
second,327,6,0.0003032227852913767,3297.9051987767584,11.68733421247919,0.0035438660325391386
until,326,5,0.0003022954984862043,3308.021472392638,11.691752883746194,0.0035343642661695724
least,326,5,0.0003022954984862043,3308.021472392638,11.691752883746194,0.0035343642661695724
meeting,324,7,0.00030044092487585945,3328.4413580246915,11.700631035092648,0.00351534840981442
knew,322,4,0.00029858635126551466,3349.1149068322984,11.709564159862655,0.003496316037402832
took,322,4,0.00029858635126551466,3349.1149068322984,11.709564159862655,0.003496316037402832
gone,321,4,0.00029765906446034226,3359.5482866043612,11.714051550854968,0.0034867936256677114
rorys,320,5,0.00029673177765516986,3370.046875,11.71855294308991,0.003477267046349291
myself,319,6,0.00029580449084999746,3380.6112852664573,11.723068424212403,0.003467736286423832
michel,319,6,0.00029580449084999746,3380.6112852664573,11.723068424212403,0.003467736286423832
different,318,9,0.00029487720404482507,3391.2421383647797,11.727598082692916,0.0034582013327859383
jackson,317,7,0.0002939499172396526,3401.940063091483,11.732142007837865,0.0034486621722477923
mad,316,3,0.0002930226304344802,3412.7056962025317,11.736700289800169,0.003439118791538372
stars,316,5,0.0002930226304344802,3412.7056962025317,11.736700289800169,0.003439118791538372
real,316,4,0.0002930226304344802,3412.7056962025317,11.736700289800169,0.003439118791538372
stupid,316,6,0.0002930226304344802,3412.7056962025317,11.736700289800169,0.003439118791538372
open,313,4,0.000290240770018963,3445.4153354632585,11.750462191044655,0.003410463194407512
set,313,3,0.000290240770018963,3445.4153354632585,11.750462191044655,0.003410463194407512
hope,313,4,0.000290240770018963,3445.4153354632585,11.750462191044655,0.003410463194407512
ago,313,3,0.000290240770018963,3445.4153354632585,11.750462191044655,0.003410463194407512
most,309,4,0.0002865316227982734,3490.016181229774,11.769018010072898,0.0033721958291682936
days,307,4,0.0002846770491879286,3512.7524429967425,11.778386192607092,0.003353036225507228
working,307,7,0.0002846770491879286,3512.7524429967425,11.778386192607092,0.003353036225507228
wants,307,5,0.0002846770491879286,3512.7524429967425,11.778386192607092,0.003353036225507228
table,306,5,0.0002837497623827562,3524.232026143791,11.78309319528462,0.003343449894295882
means,304,5,0.0002818951887724114,3547.4177631578946,11.792553524533687,0.003324264101907189
daughter,303,8,0.000280967901967239,3559.125412541254,11.797307054504321,0.003314664611967387
family,303,6,0.000280967901967239,3559.125412541254,11.797307054504321,0.003314664611967387
found,302,5,0.00028004061516206653,3570.91059602649,11.802076298652194,0.0033050607068642055
walk,301,4,0.00027911332835689413,3582.7740863787376,11.806861361217571,0.003295452371977846
funny,301,5,0.00027911332835689413,3582.7740863787376,11.806861361217571,0.003295452371977846
yourself,301,8,0.00027911332835689413,3582.7740863787376,11.806861361217571,0.003295452371977846
hows,301,4,0.00027911332835689413,3582.7740863787376,11.806861361217571,0.003295452371977846
wonderful,300,9,0.00027818604155172174,3594.7166666666667,11.811662347481391,0.0032858395925913653
word,300,4,0.00027818604155172174,3594.7166666666667,11.811662347481391,0.0032858395925913653
whos,299,4,0.00027725875474654934,3606.7391304347825,11.816479363779168,0.0032762223538897097
young,299,5,0.00027725875474654934,3606.7391304347825,11.816479363779168,0.0032762223538897097
forget,297,6,0.00027540418113620454,3631.026936026936,11.826161917176506,0.0032569744387841624
bed,297,3,0.00027540418113620454,3631.026936026936,11.826161917176506,0.0032569744387841624
buy,297,3,0.00027540418113620454,3631.026936026936,11.826161917176506,0.0032569744387841624
also,297,4,0.00027540418113620454,3631.026936026936,11.826161917176506,0.0032569744387841624
person,297,6,0.00027540418113620454,3631.026936026936,11.826161917176506,0.0032569744387841624
makes,297,5,0.00027540418113620454,3631.026936026936,11.826161917176506,0.0032569744387841624
asked,295,5,0.0002735496075258597,3655.6440677966107,11.835909893728068,0.0032377085061407527
true,295,4,0.0002735496075258597,3655.6440677966107,11.835909893728068,0.0032377085061407527
paper,294,5,0.0002726223207206873,3668.078231292517,11.840808693140907,0.0032280687451337626
used,293,4,0.0002716950339155149,3680.5972696245735,11.845724183555024,0.0032184244338048173
says,293,4,0.0002716950339155149,3680.5972696245735,11.845724183555024,0.0032184244338048173
play,293,4,0.0002716950339155149,3680.5972696245735,11.845724183555024,0.0032184244338048173
change,288,6,0.00026705859988965285,3744.4965277777783,11.87055603653496,0.0031701340750286936
taking,287,6,0.00026613131308448045,3757.543554006969,11.875574111301585,0.003160462131872753
hollow,286,6,0.00026520402627930805,3770.6818181818185,11.880609701198884,0.003150785527410951
lunch,286,5,0.00026520402627930805,3770.6818181818185,11.880609701198884,0.003150785527410951
drink,285,5,0.00026427673947413565,3783.9122807017543,11.885662928925168,0.003141104245344949
problem,283,7,0.00026242216586379086,3810.6537102473494,11.89582279514539,0.0031217275826339076
happen,282,6,0.00026149487905861846,3824.1666666666665,11.900929685578479,0.0031120321688154666
door,280,4,0.0002596403054482736,3851.482142857143,11.911198021032305,0.0030926270924357
turn,278,4,0.0002577857318379288,3879.1906474820144,11.921539965253764,0.003073202904578058
completely,278,10,0.0002577857318379288,3879.1906474820144,11.921539965253764,0.003073202904578058
each,278,4,0.0002577857318379288,3879.1906474820144,11.921539965253764,0.003073202904578058
live,278,4,0.0002577857318379288,3879.1906474820144,11.921539965253764,0.003073202904578058
anymore,278,7,0.0002577857318379288,3879.1906474820144,11.921539965253764,0.003073202904578058
hand,276,4,0.000255931158227584,3907.300724637681,11.931956581199103,0.00305375946774753
soon,276,4,0.000255931158227584,3907.300724637681,11.931956581199103,0.00305375946774753
part,276,4,0.000255931158227584,3907.300724637681,11.931956581199103,0.00305375946774753
anyone,276,6,0.000255931158227584,3907.300724637681,11.931956581199103,0.00305375946774753
half,274,4,0.00025407658461723917,3935.821167883212,11.942448955016745,0.0030342966424563717
knows,274,5,0.00025407658461723917,3935.821167883212,11.942448955016745,0.0030342966424563717
lukes,272,5,0.00025222201100689437,3964.761029411765,11.953018196726934,0.0030148142871804693
hair,271,4,0.00025129472420172197,3979.391143911439,11.9583319966234,0.0030050657410041043
youd,270,4,0.00025036743739654957,3994.1296296296296,11.963665440926441,0.0029953122583144145
end,268,3,0.0002485128637862048,4023.9365671641785,11.974391847519499,0.0029757904101252544
front,265,5,0.00024573100337068753,4069.490566037736,11.99063248852671,0.0029464701524548323
sitting,264,7,0.00024480371656551513,4084.905303030303,11.996086918618818,0.002936686661920845
arent,264,5,0.00024480371656551513,4084.905303030303,11.996086918618818,0.002936686661920845
class,263,5,0.00024387642976034273,4100.4372623574145,12.00156204868497,0.0029268981039805154
watch,262,5,0.00024294914295517033,4116.087786259542,12.007058036439823,0.0029171044593660454
glad,262,4,0.00024294914295517033,4116.087786259542,12.007058036439823,0.0029171044593660454
christopher,261,11,0.0002420218561499979,4131.858237547893,12.012575041407388,0.0029073057086625538
both,261,4,0.0002420218561499979,4131.858237547893,12.012575041407388,0.0029073057086625538
hours,260,5,0.0002410945693448255,4147.75,12.018113224948818,0.0028975018323063872
break,257,5,0.0002383127089293083,4196.167315175097,12.034856488783394,0.0028680592514174342
matter,256,6,0.0002373854221241359,4212.55859375,12.040481037977273,0.002858234673777889
such,252,4,0.00023367627490344627,4279.424603174603,12.063201114477355,0.00281888389984217
diner,251,5,0.00023274898809827384,4296.474103585658,12.0689374840265,0.002809032986828495
absolutely,249,10,0.00023089441448792905,4330.983935742972,12.080479105909191,0.0027893151498925633
friday,249,6,0.00023089441448792905,4330.983935742972,12.080479105909191,0.0027893151498925633
gets,249,4,0.00023089441448792905,4330.983935742972,12.080479105909191,0.0027893151498925633
hot,248,3,0.00022996712768275665,4348.447580645161,12.086284727590398,0.002779448183159933
ten,248,3,0.00022996712768275665,4348.447580645161,12.086284727590398,0.002779448183159933
dress,247,5,0.00022903984087758422,4366.0526315789475,12.092113806392595,0.0027695758220897993
fact,246,4,0.00022811255407241183,4383.80081300813,12.097966532638033,0.002759698044842622
wear,245,4,0.00022718526726723943,4401.693877551021,12.103843098974702,0.002749814829401299
welcome,243,7,0.0002253306936568946,4437.921810699589,12.11566853437149,0.0027300319949669395
hit,243,3,0.0002253306936568946,4437.921810699589,12.11566853437149,0.0027300319949669395
list,243,4,0.0002253306936568946,4437.921810699589,12.11566853437149,0.0027300319949669395
early,243,5,0.0002253306936568946,4437.921810699589,12.11566853437149,0.0027300319949669395
started,243,7,0.0002253306936568946,4437.921810699589,12.11566853437149,0.0027300319949669395
seems,242,5,0.0002244034068517222,4456.260330578512,12.121617800702678,0.002720132331032161
talked,241,6,0.0002234761200465498,4474.751037344398,12.12759170174731,0.002710227139015223
book,241,4,0.0002234761200465498,4474.751037344398,12.12759170174731,0.002710227139015223
everybody,240,9,0.00022254883324137738,4493.395833333334,12.133590442368753,0.002700316395977894
